5 0 0 0 0 0 0 
59953 -51.3311 -7.19049 2.23248   -0.0016237 -0.000234147 7.01448e-05
59953 -5.90302e+10 -1.39686e+10 4.3091e+09   2517.79 -45523 -4008.06
59953 -6.92378e+10 -8.38779e+10 2.83144e+09   28627.5 -22701 -2094.43
63108.4 -2.93312e+10 1.44304e+11 2.08409e+07   -29848.2 -6933.56 -67.4923
63108.4 -2.89437e+10 1.44223e+11 -1.91591e+06   -29689.2 -5961.25 0.909581
63108.4 -56.7225 -7.97166 2.46513   -0.00170862 -0.000247564 7.37304e-05
63108.4 -5.90219e+10 -1.41122e+10 4.29643e+09   2627.73 -45497 -4016.08
63108.4 -6.91474e+10 -8.39495e+10 2.82483e+09   28650 -22673.7 -2095.36
66263.9 -2.94253e+10 1.44282e+11 2.06265e+07   -29836.6 -6954.13 -67.9539
66263.9 -2.90374e+10 1.44204e+11 -1.91303e+06   -29685.5 -5980.21 0.915475
66263.9 -62.3817 -8.79551 2.70906   -0.00179348 -0.00026109 7.73054e-05
66263.9 -5.90133e+10 -1.42557e+10 4.28373e+09   2737.52 -45470.8 -4024.08
66263.9 -6.90569e+10 -8.4021e+10 2.81822e+09   28672.5 -22646.4 -2096.27
69419.3 -2.95194e+10 1.4426e+11 2.04107e+07   -29824.9 -6974.64 -68.4117
69419.3 -2.9131e+10 1.44185e+11 -1.91012e+06   -29681.8 -5999.17 0.921321
69419.3 -68.3085 -9.66238 2.96424   -0.00187829 -0.000274723 8.08697e-05
69419.3 -5.90043e+10 -1.4399e+10 4.27101e+09   2847.17 -45444.3 -4032.03
69419.3 -6.89664e+10 -8.40923e+10 2.8116e+09   28694.9 -22619.1 -2097.19
72574.7 -2.96135e+10 1.44238e+11 2.01934e+07   -29813.1 -6995.08 -68.8655
72574.7 -2.92247e+10 1.44166e+11 -1.90719e+06   -29678.1 -6018.13 0.92712
72574.7 -74.5027 -10.5726 3.23063   -0.00196304 -0.000288464 8.44235e-05
72574.7 -5.8995e+10 -1.45424e+10 4.25826e+09   2956.67 -45417.6 -4039.96
72574.7 -6.88757e+10 -8.41636e+10 2.80498e+09   28717.4 -22591.7 -2098.11
75730.1 -2.97076e+10 1.44216e+11 1.99746e+07   -29801.4 -7015.47 -69.3155
75730.1 -2.93183e+10 1.44147e+11 -1.90425e+06   -29674.3 -6037.08 0.93287
75730.1 -80.9642 -11.5265 3.5082   -0.00204774 -0.000302313 8.79667e-05
75730.1 -5.89853e+10 -1.46856e+10 4.24549e+09   3066.02 -45390.6 -4047.85
75730.1 -6.87851e+10 -8.42348e+10 2.79835e+09   28739.8 -22564.3 -2099.02
78885.6 -2.98016e+10 1.44194e+11 1.97545e+07   -29789.6 -7035.79 -69.7615
78885.6 -2.94119e+10 1.44128e+11 -1.90129e+06   -29670.5 -6056.03 0.938572
78885.6 -87.6927 -12.5245 3.79692   -0.00213238 -0.00031627 9.14993e-05
78885.6 -5.89753e+10 -1.48287e+10 4.23269e+09   3175.23 -45363.4 -4055.71
78885.6 -6.86943e+10 -8.43059e+10 2.79173e+09   28762.2 -22536.9 -2099.93
82041 -2.98955e+10 1.44172e+11 1.9533e+07   -29777.8 -7056.05 -70.2035
82041 -2.95055e+10 1.44109e+11 -1.89831e+06   -29666.8 -6074.98 0.944225
82041 -94.6882 -13.5668 4.09676   -0.00221696 -0.000330334 9.50212e-05
82041 -5.89649e+10 -1.49718e+10 4.21987e+09   3284.28 -45336 -4063.54
82041 -6.86035e+10 -8.4377e+10 2.7851e+09   28784.5 -22509.5 -2100.84
85196.4 -2.99894e+10 1.44149e+11 1.93101e+07   -29765.9 -7076.24 -70.6415
85196.4 -2.95991e+10 1.4409e+11 -1.89531e+06   -29663 -6093.93 0.949828
85196.4 -101.95 -14.6539 4.40767   -0.00230149 -0.000344504 9.85326e-05
85196.4 -5.89542e+10 -1.51147e+10 4.20702e+09   3393.19 -45308.3 -4071.33
85196.4 -6.85126e+10 -8.44479e+10 2.77847e+09   28806.8 -22482 -2101.74
88351.8 -3.00833e+10 1.44127e+11 1.90858e+07   -29754.1 -7096.37 -71.0755
88351.8 -2.96927e+10 1.4407e+11 -1.8923e+06   -29659.2 -6112.88 0.955382
88351.8 -109.479 -15.786 4.72963   -0.00238596 -0.000358782 0.000102033
88351.8 -5.89432e+10 -1.52576e+10 4.19415e+09   3501.95 -45280.5 -4079.1
88351.8 -6.84216e+10 -8.45187e+10 2.77183e+09   28829.1 -22454.5 -2102.65
91507.2 -3.01772e+10 1.44104e+11 1.88602e+07   -29742.1 -7116.44 -71.5053
91507.2 -2.97863e+10 1.44051e+11 -1.88926e+06   -29655.4 -6131.82 0.960885
91507.2 -117.274 -16.9635 5.0626   -0.00247038 -0.000373167 0.000105524
91507.2 -5.89318e+10 -1.54004e+10 4.18125e+09   3610.56 -45252.3 -4086.82
91507.2 -6.83306e+10 -8.45895e+10 2.76519e+09   28851.4 -22427 -2103.55
94662.7 -3.0271e+10 1.44082e+11 1.86332e+07   -29730.2 -7136.45 -71.931
94662.7 -2.98799e+10 1.44031e+11 -1.88622e+06   -29651.6 -6150.77 0.966338
94662.7 -125.335 -18.1867 5.40655   -0.00255474 -0.000387658 0.000109003
94662.7 -5.89201e+10 -1.55431e+10 4.16833e+09   3719.03 -45224 -4094.52
94662.7 -6.82395e+10 -8.46602e+10 2.75855e+09   28873.6 -22399.5 -2104.45
97818.1 -3.03648e+10 1.44059e+11 1.84049e+07   -29718.3 -7156.39 -72.3526
97818.1 -2.99734e+10 1.44012e+11 -1.88315e+06   -29647.7 -6169.71 0.971739
97818.1 -133.663 -19.456 5.76145   -0.00263904 -0.000402256 0.000112472
97818.1 -5.8908e+10 -1.56857e+10 4.15539e+09   3827.34 -45195.4 -4102.18
97818.1 -6.81483e+10 -8.47308e+10 2.75191e+09   28895.8 -22372 -2105.35
100974 -3.04585e+10 1.44037e+11 1.81753e+07   -29706.3 -7176.26 -72.77
100974 -3.0067e+10 1.43992e+11 -1.88007e+06   -29643.9 -6188.65 0.977088
100974 -142.256 -20.7717 6.12726   -0.00272329 -0.00041696 0.000115931
100974 -5.88956e+10 -1.58283e+10 4.14242e+09   3935.51 -45166.6 -4109.81
100974 -6.8057e+10 -8.48013e+10 2.74527e+09   28918 -22344.4 -2106.24
104129 -3.05522e+10 1.44014e+11 1.79444e+07   -29694.2 -7196.08 -73.1831
104129 -3.01605e+10 1.43973e+11 -1.87697e+06   -29640 -6207.59 0.982386
104129 -151.115 -22.1341 6.50394   -0.00280748 -0.00043177 0.000119378
104129 -5.88828e+10 -1.59707e+10 4.12943e+09   4043.52 -45137.6 -4117.41
104129 -6.79657e+10 -8.48717e+10 2.73862e+09   28940.2 -22316.8 -2107.14
107284 -3.06459e+10 1.43991e+11 1.77121e+07   -29682.2 -7215.82 -73.592
107284 -3.0254e+10 1.43953e+11 -1.87385e+06   -29636.1 -6226.53 0.987631
107284 -160.239 -23.5436 6.89148   -0.00289162 -0.000446686 0.000122816
107284 -5.88697e+10 -1.6113e+10 4.11641e+09   4151.39 -45108.3 -4124.97
107284 -6.78743e+10 -8.4942e+10 2.73196e+09   28962.3 -22289.1 -2108.03
110440 -3.07395e+10 1.43968e+11 1.74787e+07   -29670.1 -7235.51 -73.9965
110440 -3.03475e+10 1.43934e+11 -1.87072e+06   -29632.3 -6245.46 0.992822
110440 -169.629 -25.0005 7.28983   -0.0029757 -0.000461707 0.000126242
110440 -5.88563e+10 -1.62553e+10 4.10337e+09   4259.1 -45078.9 -4132.51
110440 -6.77829e+10 -8.50123e+10 2.72531e+09   28984.4 -22261.5 -2108.92
113595 -3.08331e+10 1.43945e+11 1.72439e+07   -29658 -7255.12 -74.3967
113595 -3.0441e+10 1.43914e+11 -1.86757e+06   -29628.4 -6264.39 0.997961
113595 -179.283 -26.5051 7.69896   -0.00305972 -0.000476835 0.000129658
113595 -5.88425e+10 -1.63974e+10 4.09031e+09   4366.67 -45049.2 -4140.01
113595 -6.76913e+10 -8.50824e+10 2.71865e+09   29006.5 -22233.8 -2109.8
116751 -3.09266e+10 1.43923e+11 1.70079e+07   -29645.9 -7274.68 -74.7926
116751 -3.05345e+10 1.43894e+11 -1.8644e+06   -29624.5 -6283.32 1.00305
116751 -189.203 -28.0578 8.11883   -0.00314368 -0.000492067 0.000133064
116751 -5.88284e+10 -1.65395e+10 4.07722e+09   4474.08 -45019.2 -4147.47
116751 -6.75997e+10 -8.51525e+10 2.71199e+09   29028.5 -22206.1 -2110.69
119906 -3.10201e+10 1.43899e+11 1.67707e+07   -29633.8 -7294.16 -75.184
119906 -3.06279e+10 1.43874e+11 -1.86122e+06   -29620.5 -6302.25 1.00808
119906 -199.387 -29.6588 8.54941   -0.00322759 -0.000507405 0.000136459
119906 -5.88139e+10 -1.66814e+10 4.06411e+09   4581.34 -44989.1 -4154.91
119906 -6.75081e+10 -8.52225e+10 2.70533e+09   29050.5 -22178.4 -2111.57
123061 -3.11136e+10 1.43876e+11 1.65322e+07   -29621.6 -7313.58 -75.571
123061 -3.07214e+10 1.43854e+11 -1.85803e+06   -29616.6 -6321.18 1.01305
123061 -209.836 -31.3087 8.99068   -0.00331144 -0.000522848 0.000139843
123061 -5.87991e+10 -1.68233e+10 4.05098e+09   4688.46 -44958.7 -4162.31
123061 -6.74163e+10 -8.52924e+10 2.69866e+09   29072.5 -22150.6 -2112.45
126217 -3.1207e+10 1.43853e+11 1.62925e+07   -29609.4 -7332.94 -75.9534
126217 -3.08148e+10 1.43834e+11 -1.85481e+06   -29612.7 -6340.11 1.01797
126217 -220.55 -33.0075 9.44259   -0.00339523 -0.000538396 0.000143217
126217 -5.8784e+10 -1.69651e+10 4.03782e+09   4795.42 -44928.1 -4169.68
126217 -6.73245e+10 -8.53622e+10 2.692e+09   29094.5 -22122.9 -2113.33
129372 -3.13004e+10 1.4383e+11 1.60517e+07   -29597.2 -7352.23 -76.3314
129372 -3.09083e+10 1.43814e+11 -1.85159e+06   -29608.7 -6359.03 1.02284
129372 -231.527 -34.7558 9.90511   -0.00347896 -0.000554049 0.00014658
129372 -5.87685e+10 -1.71067e+10 4.02464e+09   4902.23 -44897.3 -4177.01
129372 -6.72327e+10 -8.54319e+10 2.68532e+09   29116.4 -22095.1 -2114.21
132528 -3.13938e+10 1.43807e+11 1.58096e+07   -29584.9 -7371.45 -76.7048
132528 -3.10017e+10 1.43794e+11 -1.84834e+06   -29604.7 -6377.95 1.02765
132528 -242.769 -36.5538 10.3782   -0.00356264 -0.000569806 0.000149933
132528 -5.87527e+10 -1.72483e+10 4.01144e+09   5008.89 -44866.2 -4184.32
132528 -6.71407e+10 -8.55015e+10 2.67865e+09   29138.3 -22067.2 -2115.08
135683 -3.14871e+10 1.43784e+11 1.55664e+07   -29572.7 -7390.61 -77.0737
135683 -3.10951e+10 1.43774e+11 -1.84509e+06   -29600.8 -6396.87 1.0324
135683 -254.274 -38.4018 10.8619   -0.00364626 -0.000585667 0.000153275
135683 -5.87366e+10 -1.73898e+10 3.99821e+09   5115.39 -44834.9 -4191.59
135683 -6.70487e+10 -8.55711e+10 2.67197e+09   29160.2 -22039.4 -2115.96
138839 -3.15803e+10 1.4376e+11 1.53221e+07   -29560.4 -7409.69 -77.4379
138839 -3.11885e+10 1.43754e+11 -1.84181e+06   -29596.8 -6415.79 1.03709
138839 -266.044 -40.3002 11.356   -0.00372982 -0.000601633 0.000156607
138839 -5.87201e+10 -1.75311e+10 3.98496e+09   5221.75 -44803.5 -4198.83
138839 -6.69566e+10 -8.56405e+10 2.66529e+09   29182 -22011.5 -2116.83
141994 -3.16736e+10 1.43737e+11 1.50766e+07   -29548.1 -7428.72 -77.7974
141994 -3.12818e+10 1.43733e+11 -1.83853e+06   -29592.8 -6434.71 1.04173
141994 -278.076 -42.2493 11.8607   -0.00381332 -0.000617703 0.000159928
141994 -5.87033e+10 -1.76724e+10 3.97169e+09   5327.95 -44771.7 -4206.04
141994 -6.68645e+10 -8.57099e+10 2.65861e+09   29203.8 -21983.6 -2117.7
145149 -3.17668e+10 1.43713e+11 1.483e+07   -29535.7 -7447.67 -78.1522
145149 -3.13752e+10 1.43713e+11 -1.83522e+06   -29588.8 -6453.62 1.04631
145149 -290.372 -44.2495 12.3757   -0.00389677 -0.000633877 0.000163238
145149 -5.86861e+10 -1.78136e+10 3.9584e+09   5434 -44739.8 -4213.21
145149 -6.67723e+10 -8.57792e+10 2.65193e+09   29225.6 -21955.7 -2118.56
148305 -3.18599e+10 1.4369e+11 1.45823e+07   -29523.4 -7466.56 -78.5024
148305 -3.14686e+10 1.43692e+11 -1.83191e+06   -29584.7 -6472.53 1.05083
148305 -302.931 -46.301 12.9012   -0.00398015 -0.000650154 0.000166538
148305 -5.86686e+10 -1.79547e+10 3.94508e+09   5539.9 -44707.7 -4220.35
148305 -6.668e+10 -8.58484e+10 2.64524e+09   29247.3 -21927.7 -2119.43
151460 -3.19531e+10 1.43666e+11 1.43335e+07   -29511 -7485.38 -78.8477
151460 -3.15619e+10 1.43672e+11 -1.82858e+06   -29580.7 -6491.45 1.0553
151460 -315.753 -48.4042 13.4371   -0.00406348 -0.000666535 0.000169827
151460 -5.86508e+10 -1.80956e+10 3.93174e+09   5645.64 -44675.3 -4227.47
151460 -6.65876e+10 -8.59175e+10 2.63855e+09   29269.1 -21899.8 -2120.29
154616 -3.20461e+10 1.43642e+11 1.40836e+07   -29498.6 -7504.13 -79.1882
154616 -3.16552e+10 1.43651e+11 -1.82524e+06   -29576.6 -6510.35 1.0597
154616 -328.838 -50.5594 13.9833   -0.00414675 -0.000683019 0.000173106
154616 -5.86327e+10 -1.82365e+10 3.91838e+09   5751.23 -44642.7 -4234.54
154616 -6.64952e+10 -8.59865e+10 2.63186e+09   29290.8 -21871.8 -2121.15
157771 -3.21392e+10 1.43619e+11 1.38327e+07   -29486.2 -7522.82 -79.5239
157771 -3.17485e+10 1.43631e+11 -1.82188e+06   -29572.6 -6529.26 1.06405
157771 -342.185 -52.7669 14.5399   -0.00422996 -0.000699607 0.000176374
157771 -5.86142e+10 -1.83773e+10 3.90499e+09   5856.67 -44609.9 -4241.59
157771 -6.64027e+10 -8.60554e+10 2.62516e+09   29312.4 -21843.8 -2122
160927 -3.22322e+10 1.43595e+11 1.35807e+07   -29473.8 -7541.43 -79.8548
160927 -3.18418e+10 1.4361e+11 -1.81851e+06   -29568.5 -6548.17 1.06833
160927 -355.795 -55.0272 15.1067   -0.00431311 -0.000716298 0.000179632
160927 -5.85954e+10 -1.85179e+10 3.89159e+09   5961.95 -44576.9 -4248.6
160927 -6.63101e+10 -8.61243e+10 2.61846e+09   29334.1 -21815.7 -2122.86
164082 -3.23251e+10 1.43571e+11 1.33277e+07   -29461.3 -7559.98 -80.1807
164082 -3.19351e+10 1.43589e+11 -1.81512e+06   -29564.4 -6567.07 1.07256
164082 -369.667 -57.3404 15.6838   -0.0043962 -0.000733091 0.000182879
164082 -5.85762e+10 -1.86585e+10 3.87816e+09   6067.09 -44543.7 -4255.59
164082 -6.62175e+10 -8.6193e+10 2.61176e+09   29355.7 -21787.6 -2123.71
167237 -3.24181e+10 1.43547e+11 1.30737e+07   -29448.8 -7578.46 -80.5017
167237 -3.20284e+10 1.43569e+11 -1.81172e+06   -29560.3 -6585.97 1.07672
167237 -383.801 -59.7069 16.271   -0.00447924 -0.000749987 0.000186116
167237 -5.85568e+10 -1.87989e+10 3.86471e+09   6172.06 -44510.3 -4262.54
167237 -6.61248e+10 -8.62617e+10 2.60506e+09   29377.3 -21759.5 -2124.56
170393 -3.25109e+10 1.43523e+11 1.28187e+07   -29436.4 -7596.87 -80.8177
170393 -3.21217e+10 1.43548e+11 -1.80831e+06   -29556.2 -6604.87 1.08082
170393 -398.196 -62.1271 16.8685   -0.00456221 -0.000766986 0.000189342
170393 -5.8537e+10 -1.89393e+10 3.85124e+09   6276.88 -44476.6 -4269.46
170393 -6.6032e+10 -8.63302e+10 2.59835e+09   29398.8 -21731.4 -2125.41
173548 -3.26038e+10 1.43499e+11 1.25627e+07   -29423.8 -7615.21 -81.1287
173548 -3.22149e+10 1.43527e+11 -1.80489e+06   -29552.1 -6623.77 1.08486
173548 -412.854 -64.6012 17.4761   -0.00464513 -0.000784087 0.000192558
173548 -5.85168e+10 -1.90795e+10 3.83774e+09   6381.55 -44442.8 -4276.34
173548 -6.59392e+10 -8.63987e+10 2.59164e+09   29420.3 -21703.3 -2126.26
176704 -3.26966e+10 1.43475e+11 1.23057e+07   -29411.3 -7633.48 -81.4347
176704 -3.23082e+10 1.43506e+11 -1.80146e+06   -29547.9 -6642.66 1.08884
176704 -427.772 -67.1296 18.0938   -0.00472798 -0.00080129 0.000195763
176704 -5.84964e+10 -1.92196e+10 3.82423e+09   6486.07 -44408.7 -4283.2
176704 -6.58463e+10 -8.64671e+10 2.58493e+09   29441.8 -21675.1 -2127.11
179859 -3.27894e+10 1.43451e+11 1.20478e+07   -29398.8 -7651.68 -81.7355
179859 -3.24014e+10 1.43485e+11 -1.79801e+06   -29543.8 -6661.56 1.09276
179859 -442.953 -69.7126 18.7216   -0.00481078 -0.000818595 0.000198957
179859 -5.84756e+10 -1.93596e+10 3.81069e+09   6590.43 -44374.4 -4290.02
179859 -6.57533e+10 -8.65354e+10 2.57821e+09   29463.3 -21646.9 -2127.95
183014 -3.28821e+10 1.43427e+11 1.1789e+07   -29386.2 -7669.82 -82.0313
183014 -3.24946e+10 1.43464e+11 -1.79455e+06   -29539.6 -6680.45 1.09661
183014 -458.394 -72.3505 19.3594   -0.00489352 -0.000836002 0.000202141
183014 -5.84544e+10 -1.94996e+10 3.79713e+09   6694.63 -44339.9 -4296.81
183014 -6.56603e+10 -8.66036e+10 2.5715e+09   29484.7 -21618.7 -2128.79
186170 -3.29748e+10 1.43402e+11 1.15292e+07   -29373.7 -7687.88 -82.3219
186170 -3.25878e+10 1.43443e+11 -1.79107e+06   -29535.4 -6699.34 1.1004
186170 -474.096 -75.0437 20.0073   -0.00497619 -0.000853511 0.000205315
186170 -5.8433e+10 -1.96394e+10 3.78355e+09   6798.68 -44305.2 -4303.57
186170 -6.55672e+10 -8.66718e+10 2.56478e+09   29506.1 -21590.5 -2129.63
189325 -3.30674e+10 1.43378e+11 1.12686e+07   -29361.1 -7705.87 -82.6073
189325 -3.2681e+10 1.43421e+11 -1.78759e+06   -29531.2 -6718.23 1.10413
189325 -490.058 -77.7925 20.6651   -0.00505881 -0.000871121 0.000208478
189325 -5.84112e+10 -1.9779e+10 3.76995e+09   6902.57 -44270.3 -4310.3
189325 -6.5474e+10 -8.67398e+10 2.55805e+09   29527.5 -21562.2 -2130.46
192481 -3.316e+10 1.43354e+11 1.1007e+07   -29348.5 -7723.8 -82.8875
192481 -3.27741e+10 1.434e+11 -1.7841e+06   -29527 -6737.11 1.10779
192481 -506.282 -80.5971 21.3329   -0.00514137 -0.000888832 0.00021163
192481 -5.83891e+10 -1.99186e+10 3.75633e+09   7006.31 -44235.1 -4316.99
192481 -6.53808e+10 -8.68078e+10 2.55133e+09   29548.9 -21534 -2131.3
195636 -3.32526e+10 1.43329e+11 1.07446e+07   -29335.9 -7741.65 -83.1624
